,L,R,F,M,C
54762,1434,209,3,2541,0.7728650140000001
54763,932,172,2,2820,0.6963475179999999
54764,595,58,4,3484,0.563628014
54765,2483,102,2,4015,0.48899128299999994
54766,401,145,2,2915,0.6735094340000001
54767,1435,348,3,2993,0.655863682
54768,759,221,4,2316,0.8475
54769,782,330,3,2783,0.70528207
54770,524,468,4,4464,0.43968414
54771,923,593,3,6211,0.316011914
54772,868,575,2,3358,0.584484812
54773,1102,3,4,2874,0.682891441
54774,1046,394,4,4314,0.45491423299999995
54775,525,84,2,3434,0.571389051
54776,480,49,3,1995,0.9834636590000001
54777,377,367,2,2616,0.75
54778,837,17,2,2616,0.75
54779,748,441,2,2616,0.75
54780,1857,437,2,2616,0.75
54781,2986,686,2,2616,0.75
54782,1173,673,2,2616,0.75
54783,951,312,3,2923,0.6711939790000001
54784,2053,298,4,2421,0.810285006
54785,1850,10,4,3392,0.578298939
54786,524,5,2,3491,0.561798911
54787,756,530,2,1961,1.0
54788,2441,727,2,1961,1.0
54789,688,679,4,6231,0.314708714
54790,558,303,3,4538,0.432049361
54791,429,160,3,3545,0.553049365
54792,2144,360,3,3564,0.55
54793,1498,51,2,2376,0.825
54794,530,119,3,3246,0.6038508929999999
54795,3357,351,3,2793,0.70179019
54796,2320,644,2,2800,0.7
54797,1552,570,2,2800,0.7
54798,629,524,2,2800,0.7
54799,2383,627,2,2800,0.7
54800,1938,675,2,1960,1.0
54801,1435,60,3,4733,0.41411367
54802,2575,459,2,3136,0.625
54803,2337,351,2,2800,0.7
54804,2128,656,2,2800,0.7
54805,647,521,2,1960,1.0
54806,2208,216,2,2316,0.846070812
54807,478,38,3,2981,0.657269373
54808,1188,472,2,3124,0.627160691
54809,671,61,2,2138,0.916393826
54810,2514,123,2,2309,0.848488523
54811,888,49,2,3014,0.65
54812,862,558,3,1959,1.0
54813,1935,496,3,1959,1.0
54814,690,35,2,2943,0.66559633
54815,1824,230,3,2009,0.974952713
54816,1353,106,3,4046,0.484048443
54817,648,423,3,3561,0.549957877
54818,2217,34,4,5436,0.360250184
54819,633,2,2,1340,1.461246269
54820,943,247,4,3644,0.537305159
54821,540,1,3,4023,0.4866666670000001
54822,2057,149,3,2340,0.836666667
54823,1065,513,2,3404,0.575
54824,923,203,4,4881,0.400973161
54825,2174,348,2,2551,0.767150137
54826,1282,302,3,4519,0.433025006
54827,3376,524,3,4892,0.4
54828,1153,14,3,4659,0.42
54829,2373,44,3,4057,0.48230712299999995
54830,454,256,2,2320,0.843405172
54831,1197,178,2,3557,0.55
54832,1211,57,2,2805,0.697411765
54833,398,397,2,2546,0.768224666
54834,3254,107,4,4313,0.453454672
54835,963,202,2,2377,0.822776609
54836,376,60,2,3638,0.537567345
54837,614,231,2,3148,0.621216645
54838,1355,252,2,2535,0.771360947
54839,728,712,2,2387,0.8191872640000001
54840,396,57,4,4261,0.458887585
54841,1174,135,2,3175,0.6157952760000001
54842,1831,100,3,3296,0.593167476
54843,801,49,3,3678,0.531451876
54844,1090,285,2,2005,0.9748229429999999
54845,3334,627,2,3122,0.626008969
54846,913,153,3,3049,0.640964251
54847,1189,619,2,1954,1.0
54848,737,231,2,2752,0.71
54849,1413,180,3,4000,0.48844
54850,940,562,2,2631,0.7425313570000001
54851,403,326,2,3529,0.5535562479999999
54852,615,611,2,2604,0.75
54853,714,566,2,2604,0.75
54854,822,78,2,2066,0.9451597290000001
54855,1605,169,2,2750,0.7100290909999999
54856,2121,322,2,2972,0.656965007
54857,799,556,2,5030,0.388170974
54858,1890,443,2,3545,0.550747532
54859,2869,441,2,3696,0.528246753
54860,571,190,2,2365,0.82551797
54861,1817,340,2,4110,0.475
54862,691,661,2,4110,0.475
54863,948,486,6,2724,0.716666667
54864,621,555,3,2865,0.681308901
54865,1477,442,3,3098,0.629970949
54866,3141,20,3,2546,0.7665278870000001
54867,1712,355,3,2272,0.8589348590000001
54868,1924,237,2,3548,0.55
54869,2317,218,3,2121,0.92
54870,836,125,3,4710,0.414273885
54871,1534,415,2,2616,0.7456995409999999
54872,793,157,3,2853,0.683715387
54873,2871,555,2,2298,0.848738033
54874,1638,490,2,2212,0.8817359859999999
54875,2133,663,3,2999,0.650250083
54876,2545,299,3,2709,0.719767442
54877,1448,265,6,6943,0.280800807
54878,2490,296,3,2397,0.813333333
54879,793,13,4,3472,0.561480415
54880,1173,47,4,5164,0.3775
54881,413,122,2,2815,0.692461812
54882,369,65,2,2616,0.745
54883,2700,43,2,2616,0.745
54884,1623,25,6,4118,0.47317629899999997
54885,643,130,3,2310,0.843467532
54886,2601,31,2,2877,0.6772193259999999
54887,1473,434,3,2227,0.874315222
54888,417,314,2,3076,0.632997399
54889,2361,314,2,1298,1.5
54890,775,289,3,1947,1.0
54891,464,352,4,2596,0.75
54892,3090,492,3,1947,1.0
54893,2174,367,2,2261,0.86103494
54894,1869,572,2,2994,0.65
54895,1128,567,2,2994,0.65
54896,1393,687,2,2780,0.7
54897,1812,486,2,3010,0.646495017
54898,1441,298,2,3626,0.536651958
54899,574,340,2,3472,0.560426267
54900,2210,30,2,1380,1.41
54901,1536,297,2,1380,1.41
54902,496,254,3,6141,0.316837649
54903,1546,258,5,2895,0.672
54904,2678,259,2,3832,0.507604384
54905,2330,645,2,3087,0.630093942
54906,2302,31,3,3618,0.537600884
54907,1054,382,3,2719,0.7153365209999999
54908,1411,404,2,2778,0.7
54909,649,488,3,3333,0.583333333
54910,842,681,3,3643,0.533667307
54911,3131,482,4,5619,0.34598683
54912,1925,210,4,2148,0.905
54913,1701,238,6,4153,0.467982182
54914,2880,20,3,5147,0.377561686
54915,2440,32,3,2447,0.794152023
54916,432,361,2,2429,0.8
54917,915,234,2,3276,0.593150183
54918,1123,108,4,2613,0.7436280140000001
54919,766,402,4,2320,0.8375
54920,867,354,5,4159,0.467059389
54921,703,241,2,3370,0.576409496
54922,516,260,2,2617,0.742082537
54923,466,451,3,4065,0.4777367770000001
54924,2134,138,2,2805,0.6922352940000001
54925,1267,620,2,3081,0.630185005
54926,432,394,2,2332,0.8325900509999999
54927,393,282,2,4313,0.45
54928,741,13,3,2799,0.693333333
54929,493,484,3,2070,0.937487923
54930,595,243,2,3922,0.49476032600000003
54931,1866,94,2,3193,0.60769809
54932,1159,173,4,2933,0.661520627
54933,720,709,2,2263,0.85735749
54934,486,165,4,3759,0.516123969
54935,755,275,3,3147,0.616444233
54936,1639,338,3,2035,0.953071253
54937,2346,569,2,4217,0.45990040299999996
54938,1406,136,3,3030,0.64
54939,491,429,2,3747,0.5175340270000001
54940,889,74,3,2489,0.7790437929999999
54941,376,139,3,2282,0.8495749340000001
54942,380,95,2,2840,0.6825985920000001
54943,626,494,3,2404,0.8062396009999999
54944,688,527,2,1938,1.0
54945,1076,606,2,2488,0.778858521
54946,545,540,2,2422,0.8
54947,1556,577,2,2422,0.8
54948,563,562,2,2422,0.8
54949,576,388,2,2422,0.8
54950,530,529,2,2422,0.8
54951,1405,71,2,2546,0.7609348000000001
54952,1173,195,2,2861,0.67714086
54953,811,629,3,2541,0.762416372
54954,3035,372,2,4078,0.475
54955,1128,408,4,2880,0.6725347220000001
54956,2287,170,3,2313,0.8373540859999999
54957,1016,85,4,5566,0.347950054
54958,373,287,2,3023,0.6405755870000001
54959,1844,661,3,3887,0.498096218
54960,2346,2,2,4225,0.45819645
54961,891,24,2,2616,0.74
54962,1313,45,2,2616,0.74
54963,2533,263,3,3443,0.562250944
54964,499,449,2,3513,0.5509820670000001
54965,498,135,3,2345,0.8253219620000001
54966,1650,210,4,2834,0.6828687370000001
54967,1733,114,2,3289,0.588385528
54968,1121,480,3,2664,0.7263888890000001
54969,1378,113,2,3682,0.5254209670000001
54970,2769,560,3,2846,0.67962052
54971,630,172,2,5986,0.32310056800000003
54972,943,80,4,3097,0.624484985
54973,2054,33,4,2596,0.745
54974,465,155,2,2684,0.720566319
54975,2650,26,4,2564,0.75425117
54976,2223,200,4,2316,0.835
54977,1121,496,3,2161,0.894886627
54978,2240,179,2,6238,0.31
54979,2274,501,2,2308,0.83784662
54980,625,254,4,4069,0.47523470100000004
54981,1097,370,2,2336,0.827782534
54982,3293,80,3,3315,0.5833031670000001
54983,1676,138,2,3484,0.555
54984,446,309,3,3903,0.49541378399999997
54985,1952,616,2,3451,0.560185453
54986,897,657,2,3451,0.560185453
54987,576,34,4,2148,0.9
54988,2497,702,2,2148,0.9
54989,710,171,2,3321,0.5820776870000001
54990,452,50,3,4001,0.483131717
54991,395,386,2,3866,0.5
54992,2185,564,3,4131,0.4678770270000001
54993,547,185,3,3175,0.60871811
54994,2526,171,2,5684,0.34
54995,1503,502,2,2070,0.933333333
54996,797,402,3,1998,0.966666667
54997,1563,368,2,5942,0.325
54998,378,59,3,4193,0.460512759
54999,1244,65,2,3642,0.53
55000,2239,75,2,3258,0.59237876
55001,530,19,2,3253,0.593261605
55002,445,28,3,3686,0.523551275
55003,1842,503,3,2755,0.700362976
55004,961,60,2,1746,1.105
55005,2036,13,2,3131,0.6161545829999999
55006,692,690,2,3858,0.5
55007,601,532,2,2829,0.6818663840000001
55008,2165,99,4,3992,0.48321392799999996
55009,569,468,3,2685,0.71839851
55010,1368,274,6,2478,0.778333333
55011,587,64,3,3045,0.6333333329999999
55012,861,511,3,2634,0.7320994679999999
55013,580,85,2,2860,0.674146853
55014,2897,137,2,2328,0.828118557
55015,538,129,3,2486,0.775470636
55016,638,106,3,2642,0.7296744890000001
55017,443,194,2,3934,0.49
55018,1569,200,2,2095,0.92
55019,2414,117,2,2841,0.678204857
55020,1229,70,3,3121,0.6173438
55021,506,268,2,2229,0.864100493
55022,1342,629,3,3173,0.606980775
55023,828,449,2,4577,0.420603015
55024,1514,370,2,2200,0.875
55025,957,130,3,5250,0.3666666670000001
55026,494,425,2,2750,0.7
55027,722,11,3,3109,0.6191251210000001
55028,2769,145,2,2666,0.7219354840000001
55029,1272,669,4,5129,0.37523883799999996
55030,2344,375,4,2524,0.7625
55031,1467,159,4,5272,0.365
55032,2303,308,3,2183,0.881470454
55033,757,202,4,3647,0.52761722
55034,1005,499,2,2960,0.65
55035,2808,637,2,3321,0.57931346
55036,855,214,3,2091,0.92
55037,1521,283,3,3873,0.496666667
55038,2240,61,6,3288,0.585
55039,987,609,2,4153,0.46313508299999995
55040,412,145,2,2066,0.930968054
55041,2008,251,2,2800,0.686892857
55042,1292,584,2,2404,0.8
55043,460,394,2,2404,0.8
55044,2344,609,2,2404,0.8
55045,2120,188,4,5821,0.330340148
55046,813,137,2,2616,0.735
55047,1472,653,2,2078,0.925
55048,1925,152,3,2230,0.861932735
55049,446,130,3,3060,0.628140523
55050,3154,346,3,2956,0.650033829
55051,919,617,4,4508,0.426242236
55052,713,165,2,3420,0.561824561
55053,1627,300,2,2998,0.640890594
55054,3194,82,3,3279,0.585943885
55055,585,407,2,3025,0.635140496
55056,680,626,2,2401,0.8
55057,2231,541,2,4268,0.45
55058,3186,633,2,4268,0.45
55059,2468,677,2,4268,0.45
55060,2514,657,2,4268,0.45
55061,1160,473,2,4268,0.45
55062,1558,307,4,3492,0.55
55063,1249,630,2,4268,0.45
55064,734,719,2,4268,0.45
55065,2413,695,2,4268,0.45
55066,544,542,2,4268,0.45
55067,1242,644,2,4268,0.45
55068,659,658,2,4268,0.45
55069,861,5,6,2478,0.775
55070,579,445,3,2580,0.744186047
55071,1480,15,3,3588,0.535097547
55072,3143,155,3,2860,0.671090909
55073,444,427,2,2020,0.95
55074,474,474,2,2020,0.95
55075,1692,510,2,2020,0.95
55076,812,176,3,3030,0.6333333329999999
55077,1852,101,2,4153,0.462053937
55078,594,121,2,3308,0.58
55079,393,268,4,2961,0.64794664
55080,369,370,2,4960,0.386784274
55081,1230,128,2,1762,1.088768445
55082,1182,461,2,3552,0.54004786
55083,1426,159,2,3584,0.535108817
55084,528,94,5,3805,0.504
55085,2805,36,2,2891,0.663292978
55086,949,129,4,2830,0.677526502
55087,1075,541,2,2069,0.926437893
55088,948,37,2,2994,0.64
55089,1686,583,4,3292,0.582017011
55090,1681,473,4,3918,0.48899949
55091,586,587,2,2253,0.8502885040000001
55092,1242,581,2,2253,0.8502885040000001
55093,2113,505,2,2329,0.822284242
55094,826,646,2,3361,0.569800655
55095,2311,144,3,3876,0.49404540799999996
55096,861,357,3,2060,0.9293203879999999
55097,481,17,3,3794,0.504517659
55098,2482,684,4,2209,0.866500679
55099,1535,624,3,1740,1.1
55100,2895,394,2,2391,0.800376412
55101,620,597,3,4784,0.4
55102,2518,19,2,2678,0.714462285
55103,1280,112,2,2820,0.678425532
55104,2244,352,2,2697,0.709343715
55105,789,335,2,3471,0.55110919
55106,412,72,2,2752,0.695
55107,3307,471,3,6250,0.306
55108,2952,28,3,3493,0.547520756
55109,401,94,2,2386,0.801508801
55110,1285,283,3,3409,0.560985626
55111,768,4,2,2688,0.7114285709999999
55112,528,115,3,4420,0.432651584
55113,2491,220,3,3986,0.47972905200000004
55114,875,59,3,1988,0.961800805
55115,729,731,2,3248,0.588669951
55116,1731,346,2,2390,0.8
55117,1075,550,2,2390,0.8
55118,548,179,3,2091,0.914160689
55119,2433,27,3,2070,0.923333333
55120,1218,301,2,2696,0.708924332
55121,426,101,2,3010,0.634906977
55122,1218,559,3,2730,0.7
55123,699,460,2,4031,0.47406350799999997
55124,1950,101,4,2234,0.855353626
55125,821,710,4,2316,0.825
55126,1384,486,3,2163,0.8833333329999999
55127,414,398,2,3421,0.558462438
55128,1319,30,2,4176,0.457442529
55129,2461,195,2,3571,0.534878185
55130,1067,399,2,1910,1.0
55131,883,400,2,1910,1.0
55132,934,413,2,1910,1.0
55133,2459,417,3,2865,0.666666667
55134,528,253,3,2520,0.757801587
55135,1224,550,3,2679,0.712747294
55136,2671,153,2,2025,0.942874074
55137,425,287,2,3415,0.558951684
55138,584,265,3,4236,0.450594901
55139,1686,21,4,3760,0.5075
55140,2914,21,2,4654,0.41
55141,1893,299,3,2744,0.695349854
55142,580,49,4,3656,0.521881838
55143,1323,17,3,2709,0.704311554
55144,714,576,2,4583,0.41629936700000003
55145,645,406,3,5033,0.37902841200000004
55146,409,60,3,3466,0.550380842
55147,1628,163,2,3052,0.625
55148,1564,411,2,3052,0.625
55149,956,30,3,3327,0.573339345
55150,1623,303,3,3905,0.488402049
55151,446,354,4,3548,0.5375
55152,464,206,2,1953,0.976282642
55153,370,231,2,2243,0.8500490409999999
55154,2211,5,2,2136,0.89261236
55155,2923,10,2,4183,0.45579249299999997
55156,2442,420,3,5515,0.345693563
55157,987,29,2,2318,0.8222864540000001
55158,2716,522,2,2103,0.906276748
55159,2317,174,2,2312,0.8242647059999999
55160,1491,66,4,3522,0.541073254
55161,373,130,3,2852,0.668124123
55162,1507,55,4,4170,0.45694964
55163,3179,173,4,4743,0.401699346
55164,2866,133,3,2637,0.722332196
55165,391,315,2,2930,0.65
55166,483,375,2,2930,0.65
55167,1533,70,3,2787,0.683333333
55168,2132,160,3,2070,0.92
55169,2514,633,2,2894,0.65805114
55170,1960,239,3,2070,0.92
55171,1225,308,2,2618,0.7274064170000001
55172,2061,678,2,2627,0.724895318
55173,1452,66,4,2766,0.688376717
55174,879,154,2,2730,0.697384615
55175,475,155,3,2920,0.651969178
55176,2449,37,2,3050,0.62417377
55177,584,516,2,5274,0.360921502
55178,393,7,4,4703,0.404711886
55179,1805,43,3,6356,0.29942102
55180,1733,304,4,2430,0.783148148
55181,1862,495,4,2416,0.7875
55182,1013,133,3,4348,0.4375758970000001
55183,2438,1,3,3209,0.592826426
55184,661,659,2,3456,0.550434028
55185,1638,705,2,3458,0.55
55186,1151,340,4,2714,0.700755343
55187,2006,672,2,3789,0.501913434
55188,395,45,4,2596,0.7325
55189,589,555,3,3564,0.533333333
55190,2244,72,2,3108,0.611505792
55191,459,426,2,1967,0.966192171
55192,563,29,2,2744,0.6926020409999999
55193,886,378,3,2413,0.787339412
55194,373,75,2,3358,0.565693865
55195,3343,415,3,3548,0.535287486
55196,1432,274,4,2316,0.82
55197,986,139,4,2316,0.82
55198,643,307,2,3275,0.579877863
55199,1113,430,3,2468,0.769448947
55200,2842,133,2,2900,0.6546931029999999
55201,900,125,4,5181,0.3664466320000001
55202,531,449,4,4746,0.4
55203,996,290,2,2642,0.718546556
55204,3159,316,3,2585,0.734313346
55205,1807,307,3,2585,0.734313346
55206,866,292,4,3548,0.535
55207,981,344,4,3851,0.492897949
55208,1074,300,5,3330,0.57
55209,2998,636,2,1898,1.0
55210,823,510,3,2520,0.7531349209999999
55211,851,28,2,3292,0.576476306
55212,3091,228,3,2399,0.7910295959999999
55213,422,87,4,5072,0.37411277600000004
55214,620,306,2,1518,1.25
55215,2832,13,2,2076,0.9138921
55216,1081,348,3,3271,0.579944971
55217,2394,317,2,5420,0.35
55218,1438,134,2,2900,0.65407931
55219,1258,111,2,2910,0.6518178689999999
55220,2420,12,2,2616,0.725
55221,1629,464,2,2616,0.725
55222,3376,666,2,2616,0.725
55223,3272,527,2,2616,0.725
55224,581,232,3,3924,0.483333333
55225,1344,193,3,2585,0.7336247579999999
55226,421,116,2,2556,0.741905321
55227,436,184,3,3870,0.49
55228,2179,96,4,3083,0.615043789
55229,1053,213,3,2061,0.92
55230,373,88,2,3759,0.5044080870000001
55231,571,573,2,2066,0.917739593
55232,1420,447,2,2370,0.8
55233,1160,69,3,4197,0.45174410299999995
55234,775,198,2,4881,0.388354845
55235,1727,234,2,2659,0.7126513729999999
55236,1471,8,7,2611,0.725714286
55237,423,422,2,2229,0.850067295
55238,408,184,3,3344,0.5666267939999999
55239,1651,330,2,2087,0.90785817
55240,954,410,2,2229,0.849932705
55241,550,545,2,4736,0.4
55242,1328,710,2,3444,0.55
55243,686,281,4,4620,0.41
55244,1917,349,2,1549,1.222724338
55245,1620,107,2,1578,1.2
55246,1626,370,3,2462,0.769090171
55247,2098,133,3,2074,0.912806172
55248,628,629,2,2865,0.660732984
55249,397,206,3,3443,0.549808307
55250,3306,78,3,4302,0.44
55251,2412,236,3,2192,0.863394161
55252,706,689,2,4731,0.4
55253,412,82,3,2616,0.723340979
55254,2473,16,2,2857,0.662324116
55255,566,70,2,2266,0.835
55256,691,684,2,3440,0.55
55257,690,677,2,3440,0.55
55258,563,551,2,3440,0.55
55259,839,169,2,2025,0.934237037
55260,1415,20,2,3451,0.5481483629999999
55261,1922,436,3,4861,0.3891380370000001
55262,881,367,4,4774,0.396030582
55263,2330,103,3,2070,0.913333333
55264,2694,509,3,2122,0.890857681
55265,375,312,2,2624,0.7204268290000001
55266,1069,27,2,3368,0.5611728029999999
55267,747,320,2,1890,1.0
55268,2763,158,5,2715,0.6961325970000001
55269,2188,242,2,2340,0.807521368
55270,2210,500,2,2362,0.8
55271,577,197,3,3016,0.626276525
55272,1285,556,2,3434,0.55
55273,1169,429,2,3434,0.55
55274,2526,161,2,4197,0.45
55275,1130,34,4,2596,0.7275
55276,1204,171,2,1298,1.455
55277,2526,165,2,2347,0.804559012
55278,1109,565,2,2360,0.8
55279,1217,210,3,2626,0.718914699
55280,2084,10,2,2340,0.806666667
55281,868,6,6,4566,0.41333333299999997
55282,1034,270,4,4055,0.465415536
55283,728,307,2,1887,1.0
55284,1242,51,3,2983,0.6325779420000001
55285,454,43,3,2948,0.640044098
55286,767,156,4,4200,0.44925
55287,1247,298,2,4743,0.397817837
55288,1983,558,3,2364,0.798011844
55289,1084,371,4,3124,0.603841229
55290,727,513,2,2974,0.63428043
55291,503,71,3,3726,0.5062560389999999
55292,1511,240,3,2472,0.763042071
55293,594,129,2,2138,0.882231057
55294,1425,301,2,3297,0.571935093
55295,1599,234,3,2184,0.8633333329999999
55296,512,481,2,2534,0.744060773
55297,395,276,2,2744,0.687117347
55298,1939,125,2,3621,0.52046396
55299,556,441,2,2318,0.81285591
55300,714,529,3,2708,0.6956240770000001
55301,2398,105,2,2750,0.6849890909999999
55302,473,234,4,5058,0.372419929
55303,1646,39,2,2130,0.8842253520000001
55304,689,667,3,4692,0.401321398
55305,866,153,3,2278,0.826549605
55306,1382,713,2,2092,0.9
55307,847,385,2,2092,0.9
55308,2160,355,2,2092,0.9
55309,902,329,4,2178,0.8643939390000001
55310,367,135,2,2852,0.66
55311,470,269,2,5260,0.357840304
55312,1621,519,3,1947,0.966666667
55313,459,148,4,2596,0.725
55314,500,40,2,2902,0.648270159
55315,982,67,2,2253,0.834798047
55316,2160,173,2,4532,0.415
55317,2496,83,2,2266,0.83
55318,1201,95,2,2778,0.6770086390000001
55319,1119,167,2,2290,0.821091703
55320,704,654,3,2642,0.71163891
55321,2447,30,2,2892,0.65
55322,2225,571,3,2679,0.701586413
55323,1537,619,4,2148,0.875
55324,957,341,4,2148,0.875
55325,2148,184,3,2727,0.689182252
55326,366,5,2,2857,0.657773889
55327,912,34,2,2677,0.7019088529999999
55328,1446,536,2,2112,0.8896306820000001
55329,2396,210,2,2464,0.762410714
55330,1981,469,3,3886,0.483414822
55331,1520,245,4,2664,0.705
55332,1525,354,3,3901,0.48136375299999995
55333,1244,337,2,2030,0.925
55334,454,180,4,3444,0.5451916379999999
55335,594,46,2,2572,0.73
55336,701,477,4,3849,0.487776046
55337,1676,259,6,5905,0.317898391
55338,891,264,3,2619,0.716666667
55339,399,231,4,3107,0.604103637
55340,524,186,2,2630,0.713520913
55341,740,507,2,2780,0.675
55342,1563,644,2,2766,0.678398409
55343,638,634,3,2532,0.7409952609999999
55344,375,17,2,2369,0.79191642
55345,1375,572,2,3752,0.5
55346,855,369,3,3103,0.604495649
55347,537,166,2,4339,0.432233233
55348,408,185,2,2578,0.72746315
55349,2868,629,4,3488,0.5375
55350,388,353,3,2163,0.8666666670000001
55351,3166,125,2,2824,0.663803116
55352,432,367,2,2789,0.6721046970000001
55353,1621,560,2,3896,0.481083162
55354,447,325,7,4165,0.45
55355,2596,118,5,2740,0.684
55356,2107,229,3,2168,0.864095941
55357,2682,163,4,2598,0.721054657
55358,889,558,2,4683,0.4
55359,2266,207,2,2036,0.92
55360,395,378,2,3215,0.582597201
55361,589,548,3,2588,0.723724884
55362,419,320,4,4661,0.40180218799999995
55363,897,94,2,4256,0.44
55364,1855,504,2,2843,0.658635244
55365,1377,264,2,2212,0.846491863
55366,1731,537,4,2416,0.775
55367,884,433,3,4681,0.4
55368,1647,588,4,2416,0.775
55369,587,107,4,4750,0.394157895
55370,2772,473,2,3404,0.55
55371,1941,673,2,3404,0.55
55372,820,364,3,2558,0.731860829
55373,1215,13,4,3044,0.615
55374,431,373,2,2582,0.725
55375,723,7,4,3820,0.49
55376,1173,294,2,3820,0.49
55377,379,163,2,5212,0.359056025
55378,583,93,2,6238,0.3
55379,384,44,2,2994,0.625
55380,3163,519,2,2486,0.7526146420000001
55381,932,44,4,3646,0.5131239710000001
55382,432,20,5,3065,0.61033279
55383,880,59,2,3258,0.5741651320000001
55384,1560,20,3,4126,0.45336888
55385,1652,251,4,5157,0.36272251299999997
55386,553,90,5,4628,0.404174589
55387,2797,319,3,3870,0.483333333
55388,559,554,2,3741,0.5
55389,3390,184,2,2616,0.715
55390,1331,109,2,2427,0.77065513
55391,705,686,2,2078,0.9
55392,736,232,5,2895,0.6459999999999999
55393,594,17,2,2710,0.69
55394,641,75,3,2019,0.92606736
55395,953,344,2,5342,0.35
55396,426,244,4,5650,0.330902655
55397,2485,17,3,2371,0.788456348
55398,456,395,3,2688,0.695442708
55399,2006,76,2,4460,0.41912780299999997
55400,371,364,2,4154,0.45
55401,2218,688,2,4154,0.45
55402,2341,133,3,4119,0.453806749
55403,804,401,2,4153,0.45
55404,797,405,2,3338,0.559856201
55405,2071,22,3,3043,0.6140946429999999
55406,2469,450,2,3934,0.475
55407,648,488,2,3934,0.475
55408,584,376,2,3934,0.475
55409,2931,535,2,3934,0.475
55410,707,441,2,3934,0.475
55411,1811,481,2,3934,0.475
55412,600,534,2,3934,0.475
55413,2428,438,2,3934,0.475
55414,679,577,2,3934,0.475
55415,607,478,2,3934,0.475
55416,488,476,2,3934,0.475
55417,570,565,2,3934,0.475
55418,861,519,2,3934,0.475
55419,1915,325,3,5901,0.316666667
55420,2947,54,3,5220,0.357978927
55421,784,321,3,3023,0.6180946079999999
55422,912,261,3,2840,0.657866197
55423,418,389,2,2198,0.85
55424,2083,414,2,2440,0.76557377
55425,1081,402,2,3337,0.559769254
55426,735,530,2,2579,0.724272974
55427,3082,236,2,2840,0.657697183
55428,760,592,2,2576,0.72503882
55429,896,309,5,4691,0.398113409
55430,1873,395,2,2861,0.652708843
55431,1377,114,2,2623,0.711856653
55432,1106,338,2,2569,0.726741923
55433,1325,359,5,3929,0.47513362200000003
55434,538,391,2,3394,0.55
55435,502,501,2,2943,0.6341488279999999
55436,667,402,3,3944,0.47317444200000003
55437,2784,187,4,2095,0.890739857
55438,377,361,2,2711,0.688325341
55439,805,539,2,1866,1.0
55440,1044,652,2,1866,1.0
55441,682,616,2,1866,1.0
55442,2322,532,2,1866,1.0
55443,1134,720,2,1866,1.0
55444,726,685,2,1866,1.0
55445,2286,673,2,1866,1.0
55446,2231,593,2,1866,1.0
55447,2316,682,2,1866,1.0
55448,864,686,2,1866,1.0
55449,515,513,2,1866,1.0
55450,1501,558,2,1866,1.0
55451,1616,621,2,1866,1.0
55452,510,507,2,1866,1.0
55453,1977,501,2,1866,1.0
55454,2828,313,2,1866,1.0
55455,547,544,2,1866,1.0
55456,1154,654,2,1866,1.0
55457,370,207,2,2627,0.710251237
55458,714,443,3,2461,0.7580251929999999
55459,650,277,3,2193,0.850652075
55460,1021,144,4,4501,0.41445012200000003
55461,2799,39,3,2421,0.7704956629999999
55462,724,406,2,3315,0.5626545999999999
55463,724,406,2,3315,0.5626545999999999
55464,444,272,2,2422,0.77
55465,2901,161,2,2514,0.7418019090000001
55466,2738,706,2,2572,0.725
55467,2669,650,2,2572,0.725
55468,1005,652,2,3390,0.55
55469,1315,100,2,3214,0.58
55470,1261,324,3,3441,0.541732055
55471,487,7,3,4023,0.46333333299999996
55472,1851,53,2,2245,0.830164811
55473,1286,52,3,3892,0.47883864299999995
55474,576,537,2,3106,0.6
55475,1962,24,2,2839,0.65635435
55476,816,393,3,3444,0.540984321
55477,630,194,2,2404,0.775
55478,946,382,3,2070,0.9
55479,861,667,3,5528,0.33699348799999995
55480,1018,27,3,3124,0.5963188220000001
55481,1026,506,2,3367,0.553252153
55482,365,350,2,1512,1.231944444
55483,537,25,3,1947,0.956666667
55484,2432,125,3,1947,0.956666667
55485,3156,72,4,4051,0.459740805
55486,692,496,3,2865,0.65
55487,2516,515,3,2349,0.792784163
55488,700,544,2,1960,0.95
55489,642,317,2,1862,1.0
55490,2378,655,4,2524,0.7375
55491,1378,246,2,2748,0.677365357
55492,715,442,3,2568,0.724785826
55493,861,18,3,2476,0.751631664
55494,1351,620,3,2671,0.696649195
55495,2517,244,2,2930,0.635
55496,1682,147,2,3491,0.5329533089999999
55497,1969,455,2,3404,0.546474736
55498,393,62,2,3388,0.54905549
55499,1220,167,2,2496,0.745192308
55500,1283,211,3,4704,0.395367772
55501,3099,552,2,3448,0.539182135
55502,1580,569,2,2698,0.689065975
55503,721,720,2,3718,0.5
55504,721,720,2,3718,0.5
55505,1123,288,2,2157,0.861808067
55506,436,81,4,3969,0.468271605
55507,1228,611,2,2478,0.75
55508,550,289,5,3153,0.589429115
55509,1679,193,2,2020,0.92
55510,2437,251,2,2020,0.92
55511,1171,228,2,2020,0.92
55512,2707,226,2,2020,0.92
55513,373,121,2,2261,0.821923927
55514,507,414,2,2348,0.791418228
55515,1391,662,2,2030,0.915369458
55516,717,294,2,3000,0.619373333
55517,2472,207,5,4749,0.391219204
55518,829,222,3,4812,0.38608686600000003
55519,1211,178,2,2019,0.92
55520,1547,252,2,2616,0.71
55521,408,45,4,5232,0.355
