,L,R,F,M,C,K
57498,379,26,4,3116,0.498613607,A
57499,2097,95,3,4404,0.35270436,A
57500,496,209,4,3579,0.433897737,A
57501,2706,553,2,4352,0.356789982,C
57502,1522,307,3,3726,0.41672034399999996,A
57503,1993,66,2,2605,0.595976967,A
57504,451,104,3,2283,0.68,A
57505,980,70,2,1712,0.906764019,A
57506,2398,635,3,2238,0.6936103659999999,C
57507,977,12,2,3359,0.46207799899999996,A
57508,2250,8,2,1699,0.9134078870000001,A
57509,422,14,2,2796,0.555,A
57510,1390,404,2,1651,0.939733495,C
57511,535,295,2,1858,0.835,A
57512,2950,216,2,1686,0.92,A
57513,380,65,3,1947,0.796666667,A
57514,2854,142,2,2684,0.577719821,A
57515,375,8,2,2119,0.73172723,A
57516,1435,556,2,2369,0.654453356,C
57517,1197,18,3,2782,0.557232207,A
57518,752,29,3,2275,0.681406593,C
57519,629,212,3,3154,0.49147114799999997,C
57520,1104,284,2,3444,0.45,A
57521,440,106,2,5344,0.29,A
57522,1377,203,4,3577,0.433251328,A
57523,805,77,3,5601,0.276666667,A
57524,1204,258,2,3122,0.49630044799999995,A
57525,896,705,2,2254,0.68742236,C
57526,2299,6,2,1692,0.9155141840000001,A
57527,2269,69,3,3278,0.472501525,C
57528,1645,558,2,2580,0.6,C
57529,1039,558,2,2039,0.759097597,C
57530,1289,289,2,1881,0.822594365,A
57531,1261,708,2,1492,1.0369973190000001,C
57532,1073,24,2,1910,0.81,A
57533,1592,678,2,1820,0.85,C
57534,458,84,3,3933,0.39333333299999995,C
57535,1088,626,2,2378,0.65,C
57536,373,354,3,2262,0.683333333,C
57537,2072,256,3,5152,0.3,A
57538,422,225,2,2004,0.771247505,A
57539,1065,81,4,3065,0.504117455,A
57540,3219,298,4,2664,0.58,A
57541,1095,365,3,2850,0.542105263,C
57542,579,89,2,2088,0.739918582,A
57543,2208,609,2,2503,0.617099481,C
57544,584,452,3,3564,0.433333333,C
57545,524,255,2,2376,0.65,A
57546,3016,167,2,2489,0.620317397,A
57547,1703,233,3,3969,0.38898967,A
57548,1223,204,3,2142,0.72070028,C
57549,2044,664,2,2572,0.6,C
57550,1653,562,2,2572,0.6,C
57551,425,422,2,2572,0.6,C
57552,3026,104,2,2004,0.77,A
57553,2104,24,2,2463,0.6264920829999999,A
57554,2009,127,2,2780,0.555,A
57555,1226,611,2,1870,0.825,C
57556,804,546,2,1714,0.9,C
57557,386,14,2,1845,0.835934959,A
57558,1284,16,2,2253,0.684509543,A
57559,2833,432,2,2753,0.5600799129999999,C
57560,2795,12,2,3357,0.459296991,A
57561,1756,152,3,2980,0.517355705,A
57562,2059,621,2,2928,0.526519809,C
57563,2336,347,3,1632,0.944607843,C
57564,431,268,2,3145,0.490104928,A
57565,2267,429,2,1738,0.886766398,C
57566,574,41,2,2864,0.538086592,A
57567,454,342,2,3852,0.4,A
57568,1399,371,2,3852,0.4,C
57569,715,714,2,3852,0.4,C
57570,2024,550,2,3087,0.499076774,C
57571,2063,504,2,2370,0.65,C
57572,1017,201,2,2750,0.56008,A
57573,1105,9,2,1892,0.814027484,A
57574,608,192,2,2423,0.6356252579999999,A
57575,1288,3,2,2060,0.74761165,A
57576,872,339,3,4200,0.3666666670000001,A
57577,1953,33,3,2091,0.736456241,A
57578,2021,575,2,1866,0.825,C
57579,1729,556,3,3713,0.414583894,C
57580,1620,128,2,3040,0.506342105,A
57581,1061,51,3,3979,0.38685096799999996,A
57582,1141,33,2,1769,0.87,A
57583,389,357,3,3766,0.408656399,A
57584,551,311,2,3091,0.497816241,A
57585,404,34,2,2230,0.69,A
57586,1572,476,2,2198,0.7,C
57587,495,452,2,3275,0.469664122,C
57588,621,268,2,1602,0.96,A
57589,752,84,3,1935,0.79455814,A
57590,847,48,5,3328,0.461929087,A
57591,678,159,5,2900,0.53,B
57592,555,184,4,2320,0.6625,C
57593,861,274,2,4154,0.37,A
57594,2488,35,2,4154,0.37,A
57595,1008,376,4,2484,0.6186996779999999,C
57596,2027,234,2,4044,0.38,A
57597,724,88,2,2950,0.520715254,A
57598,2027,306,2,2423,0.633924887,A
57599,2426,560,2,2002,0.767232767,C
57600,1989,545,3,1925,0.797792208,C
57601,702,217,6,3875,0.396304516,C
57602,2440,162,4,1779,0.86317032,A
57603,1153,247,2,2501,0.613962415,A
57604,842,115,4,3901,0.393617021,A
57605,2327,127,2,2020,0.76,A
57606,2710,1,2,2861,0.536588605,A
57607,1228,99,2,1943,0.79004632,A
57608,1702,116,2,3419,0.44893536100000003,A
57609,2336,333,2,2049,0.748950708,A
57610,2087,190,2,2868,0.535,A
57611,1697,111,2,3934,0.39,A
57612,2923,2,2,3934,0.39,A
57613,2819,438,3,3503,0.43798173,C
57614,1012,247,3,2023,0.758299555,A
57615,2311,14,2,1714,0.895,A
57616,2342,600,2,2076,0.738921002,C
57617,1781,351,2,3228,0.475,A
57618,2584,376,2,3228,0.475,C
57619,504,319,2,1882,0.81466525,A
57620,2183,245,3,2862,0.5356813420000001,C
57621,1057,185,2,2257,0.679251218,A
57622,497,496,2,2435,0.629404517,C
57623,456,156,2,1878,0.8159637909999999,A
57624,1182,493,2,2319,0.660715826,C
57625,398,232,3,4232,0.362046314,A
57626,1549,250,2,5107,0.3,A
57627,2270,29,4,3245,0.47208012299999996,A
57628,621,188,2,2861,0.535414191,A
57629,612,513,4,2278,0.672366111,C
57630,1188,345,2,4938,0.310166059,A
57631,464,348,3,1809,0.8466003320000001,C
57632,1466,398,2,1729,0.8857142859999999,C
57633,949,167,2,2392,0.64,A
57634,2434,123,3,2664,0.574527027,A
57635,1307,94,2,2836,0.539640339,A
57636,1519,266,5,4795,0.319149114,B
57637,1167,115,2,2284,0.67,A
57638,969,265,2,1582,0.9671807840000001,A
57639,599,597,2,1800,0.85,C
57640,612,611,2,1800,0.85,C
57641,2414,100,2,2656,0.576020331,A
57642,882,218,2,3122,0.49,A
57643,1710,1,2,2266,0.675,A
57644,2598,8,2,2266,0.675,A
57645,422,377,2,2830,0.5404593639999999,C
57646,2040,367,2,4078,0.375,C
57647,1127,550,2,4078,0.375,C
57648,856,38,3,1635,0.935266055,A
57649,2051,601,2,2780,0.55,C
57650,700,555,2,2780,0.55,C
57651,1164,445,2,1529,1.0,C
57652,2230,656,2,1911,0.8,C
57653,763,55,2,2616,0.584197248,A
57654,455,279,2,1580,0.9672405059999999,A
57655,1638,496,2,3820,0.4,C
57656,423,157,2,1808,0.845,A
57657,1211,49,2,1746,0.875,A
57658,1117,399,2,1746,0.875,C
57659,2784,52,2,1746,0.875,A
57660,1567,166,2,2634,0.58,A
57661,1460,7,2,2269,0.67327457,A
57662,491,488,2,3393,0.45,C
57663,1363,157,3,3189,0.4787394170000001,A
57664,613,588,3,2413,0.632677165,C
57665,3047,7,3,3493,0.4370426570000001,A
57666,2046,177,4,2307,0.661673169,A
57667,2583,178,3,2042,0.747477963,A
57668,2690,185,2,1659,0.92,A
57669,566,332,2,1526,1.0,A
57670,784,691,2,1526,1.0,C
57671,3127,503,2,3052,0.5,C
57672,434,46,2,1744,0.875,A
57673,1066,584,2,3052,0.5,C
57674,390,92,2,2556,0.596917058,A
57675,546,99,2,3390,0.45,A
57676,491,492,2,3390,0.45,C
57677,3063,6,2,1298,1.175,A
57678,1344,6,2,2020,0.755,A
57679,1446,38,3,2896,0.526495166,A
57680,1402,413,2,2765,0.5514104879999999,C
57681,875,16,3,4829,0.315622282,A
57682,2857,181,3,2557,0.596053969,A
57683,2472,618,2,2770,0.55,C
57684,1110,633,2,2569,0.593032308,C
57685,534,344,3,3078,0.494883041,C
57686,1872,342,2,3058,0.498119686,A
57687,973,206,2,2626,0.58,A
57688,437,347,2,4677,0.325582638,A
57689,390,289,4,3970,0.383513854,A
57690,477,126,2,3425,0.444534307,A
57691,743,296,3,3045,0.5,C
57692,2319,145,3,3045,0.5,A
57693,2188,549,2,2030,0.75,C
57694,2650,38,2,2181,0.698033012,A
57695,1204,103,3,3022,0.5037657179999999,A
57696,675,475,2,1522,1.0,C
57697,414,401,2,1522,1.0,C
57698,394,342,3,2192,0.694343066,C
57699,1223,434,2,1522,1.0,C
57700,2001,698,2,1522,1.0,C
57701,3122,185,2,2151,0.7075732220000001,A
57702,454,253,2,2705,0.562632163,A
57703,416,415,2,1602,0.95,C
57704,1264,184,2,2410,0.631485477,A
57705,3300,171,2,1577,0.9649968290000001,A
57706,2958,433,3,2409,0.631589871,C
57707,2307,51,3,3027,0.502537166,A
57708,559,278,3,1590,0.9566037740000001,C
57709,474,39,4,4540,0.335,A
57710,368,365,2,1820,0.8356593409999999,A
57711,2127,194,3,1801,0.844453082,C
57712,1232,268,4,2893,0.525637746,A
57713,1204,662,2,2233,0.6808777429999999,C
57714,945,125,5,4157,0.365718066,A
57715,806,48,3,4128,0.36818314,C
57716,1875,159,2,2129,0.7138233909999999,A
57717,626,21,3,3011,0.504699435,C
57718,388,277,3,3621,0.419478045,A
57719,539,63,2,2392,0.635,A
57720,1559,281,3,1947,0.78,A
57721,2200,115,3,1947,0.78,A
57722,715,350,2,1842,0.8242671009999999,A
57723,1267,44,2,2266,0.67,A
57724,556,504,2,1609,0.943567433,C
57725,443,257,3,2326,0.6526999139999999,C
57726,2156,565,2,2094,0.725,C
57727,1550,537,2,2094,0.725,C
57728,574,499,2,1518,1.0,C
57729,1890,564,2,1518,1.0,C
57730,1211,22,2,1732,0.876200924,A
57731,667,277,3,2442,0.621400491,C
57732,414,86,2,2406,0.630685786,A
57733,1636,142,2,3144,0.482538168,A
57734,1352,517,2,2458,0.61716843,C
57735,740,569,3,4648,0.326258606,C
57736,618,69,2,1890,0.8023386240000001,A
57737,1924,101,2,2915,0.520150943,A
57738,1399,78,2,4154,0.365,A
57739,614,35,2,2497,0.607152583,A
57740,2391,587,3,1516,1.0,C
57741,437,20,2,1630,0.93,A
57742,2143,560,2,3368,0.45,C
57743,2229,506,2,2478,0.611581921,C
57744,1440,180,2,2780,0.545,A
57745,2212,569,2,2020,0.75,C
57746,454,154,2,2020,0.75,A
57747,916,665,2,2020,0.75,C
57748,797,640,2,2020,0.75,C
57749,838,439,2,2020,0.75,C
57750,751,574,3,3046,0.497242285,C
57751,438,152,2,3934,0.385,A
57752,757,62,3,2184,0.693333333,C
57753,514,317,3,5405,0.28001850100000003,A
57754,1048,343,2,3783,0.4,A
57755,516,94,6,2622,0.5770175439999999,A
57756,818,196,3,4126,0.36667959299999997,A
57757,914,721,2,2066,0.7322604070000001,C
57758,649,271,2,2025,0.747066667,A
57759,396,365,2,2571,0.588350836,A
57760,515,512,2,2750,0.55,C
57761,898,715,2,2750,0.55,C
57762,2215,124,2,1298,1.165,A
57763,2424,109,2,1298,1.165,A
57764,1939,261,2,2750,0.5497818179999999,A
57765,1271,693,2,1889,0.8,C
57766,1182,629,2,1773,0.852284264,C
57767,516,295,4,3166,0.477283639,C
57768,969,709,2,2158,0.7,C
57769,928,620,2,2158,0.7,C
57770,2464,629,2,2158,0.7,C
57771,565,561,2,1888,0.8,C
57772,1101,314,2,1926,0.784215992,A
57773,431,311,2,3776,0.4,A
57774,1218,152,3,2963,0.5097198789999999,A
57775,1397,646,2,3775,0.4,C
57776,464,462,2,1613,0.935895846,C
57777,1893,100,2,1960,0.77,A
57778,2040,124,3,2283,0.661020587,A
57779,1534,72,2,1714,0.88,A
57780,642,537,2,2623,0.574990469,C
57781,1652,31,2,4570,0.33,A
57782,636,637,2,1160,1.3,C
57783,985,372,2,1774,0.85,C
57784,503,400,3,2995,0.503422371,C
57785,973,392,2,2622,0.575,C
57786,400,271,2,1582,0.952819216,A
57787,2048,662,2,2078,0.725,C
57788,458,226,2,2092,0.72,A
57789,459,11,2,2092,0.72,A
57790,1726,581,3,4503,0.334477015,C
57791,2572,172,2,1577,0.955003171,A
57792,456,203,2,3451,0.436296726,A
57793,1172,644,3,1737,0.8666666670000001,C
57794,501,196,2,2877,0.523180396,A
57795,715,167,2,3453,0.435864466,A
57796,2669,391,4,4842,0.310821974,C
57797,3119,203,4,2732,0.550849195,A
57798,371,373,2,3163,0.475624407,C
57799,2416,397,2,2616,0.575,C
57800,412,400,2,2616,0.575,C
57801,418,406,2,2616,0.575,C
57802,3184,54,3,2400,0.6266666670000001,A
57803,1194,598,2,1880,0.8,C
57804,701,698,2,1880,0.8,C
57805,398,350,2,2883,0.521592092,A
57806,566,325,3,4066,0.369650762,C
57807,478,479,2,1807,0.831543996,C
57808,913,496,2,2950,0.509186441,C
57809,606,401,2,1502,1.0,C
57810,388,304,2,2644,0.567946293,A
57811,772,661,2,2860,0.525,C
57812,1307,442,2,1820,0.825,C
57813,376,312,2,2350,0.63893617,A
57814,2210,170,2,2410,0.623004149,A
57815,638,397,3,2781,0.539805825,C
57816,876,644,2,2220,0.6762162159999999,C
57817,2533,198,3,1764,0.8509977320000001,A
57818,492,363,3,3771,0.39797136,A
57819,2828,280,2,2340,0.641307692,A
57820,1314,709,2,2728,0.55,C
57821,601,404,2,1622,0.925,C
57822,974,460,2,2861,0.524309682,C
57823,764,454,3,2442,0.614250614,C
57824,386,93,2,2222,0.675,A
57825,414,49,5,2065,0.726,A
57826,382,174,4,3522,0.425664395,A
57827,533,129,3,1947,0.77,A
57828,531,110,3,2661,0.563333333,A
57829,647,392,2,2857,0.52460623,C
57830,613,369,2,1956,0.76595092,C
57831,1079,200,3,2395,0.625515658,C
57832,2724,284,2,1886,0.7941357370000001,A
57833,3129,41,2,2748,0.545,A
57834,2459,69,3,3041,0.492439987,A
57835,2405,20,2,2395,0.625093946,A
57836,2041,706,2,2994,0.5,C
57837,436,261,3,2562,0.584293521,A
57838,380,170,3,1701,0.88,A
57839,2784,223,2,1630,0.918300613,A
57840,854,143,4,3647,0.410416781,A
57841,1403,325,2,3100,0.482741935,A
57842,2301,88,2,1810,0.826740331,A
57843,1134,479,2,3228,0.463506815,C
57844,1497,70,2,2823,0.53,A
57845,1000,161,3,1953,0.76609319,A
57846,384,383,2,2312,0.647102076,C
57847,807,242,4,2192,0.6825,A
57848,699,545,2,1870,0.8,C
57849,2666,1,3,3833,0.390263501,A
57850,2007,21,2,5342,0.28,A
57851,524,515,2,2465,0.6067748479999999,C
57852,397,247,2,3934,0.38,A
57853,558,288,2,3934,0.38,A
57854,924,358,2,2332,0.641037736,A
57855,395,35,2,3114,0.48,A
57856,441,72,2,2188,0.683107861,A
57857,2267,143,2,2930,0.51,A
57858,518,154,2,2610,0.572467433,A
57859,2303,454,2,1494,1.0,C
57860,419,402,2,1494,1.0,C
57861,1623,539,2,1494,1.0,C
57862,665,583,2,1494,1.0,C
57863,1160,95,2,1890,0.79047619,A
57864,1449,709,2,1494,1.0,C
57865,1964,191,2,3292,0.45381531,A
57866,513,66,2,2647,0.56436343,A
57867,497,217,2,1549,0.9643641059999999,A
57868,2855,256,2,2390,0.625,A
57869,725,720,2,2390,0.625,C
57870,404,380,2,3734,0.4,C
57871,1376,641,2,3734,0.4,C
57872,1230,401,2,3734,0.4,C
57873,1356,20,2,2207,0.6767285909999999,A
57874,488,88,2,1539,0.970350877,A
57875,505,212,2,1769,0.844024873,A
57876,2078,686,2,1771,0.8429700729999999,C
57877,2843,343,2,1866,0.8,A
57878,1449,488,3,1947,0.7666666670000001,C
57879,1338,261,3,2061,0.7242503640000001,A
57880,923,131,2,2413,0.6185661,A
57881,2174,194,2,2420,0.616702479,A
57882,2495,248,2,1622,0.92,A
57883,2488,191,3,1710,0.872625731,A
57884,1157,383,2,1492,1.0,C
57885,2072,308,4,4450,0.33528089899999997,C
57886,608,107,2,2572,0.58,A
57887,2584,93,2,2572,0.58,A
57888,2168,243,2,3260,0.45757668700000004,A
57889,2419,706,2,5966,0.25,C
57890,618,47,3,3045,0.489802956,C
57891,1808,189,2,2616,0.57,A
57892,2731,119,2,3584,0.415892857,A
57893,1051,71,2,2085,0.7146330940000001,A
57894,1912,229,2,2310,0.645,A
57895,1005,105,2,4382,0.34,A
57896,1619,141,2,2337,0.637381258,A
57897,1999,30,2,1712,0.87,A
57898,748,256,2,2363,0.6301735079999999,A
57899,1938,29,2,2871,0.5186415879999999,A
57900,706,629,2,1489,1.0,C
57901,447,423,2,1985,0.75,C
57902,1183,215,3,3804,0.3913459520000001,C
57903,710,702,2,3308,0.45,C
57904,801,514,3,2169,0.6862148459999999,C
57905,2839,32,2,1814,0.82047409,A
57906,2079,32,2,2707,0.549800517,A
57907,1573,322,3,2090,0.7120574159999999,A
57908,643,284,2,1567,0.949559668,A
57909,877,29,2,2755,0.5400435570000001,A
57910,1218,197,2,2780,0.535,A
57911,1058,209,3,2215,0.67144921,A
57912,1095,307,3,2888,0.514889197,C
57913,723,721,3,2744,0.5419096210000001,C
57914,2018,423,2,2423,0.6136607510000001,C
57915,1732,162,2,3177,0.467922568,A
57916,691,690,2,1858,0.8,C
57917,504,500,2,1858,0.8,C
57918,927,294,2,1724,0.862180974,A
57919,423,423,2,1858,0.8,C
57920,620,621,2,1858,0.8,C
57921,622,620,2,1858,0.8,C
57922,2208,515,2,1858,0.8,C
57923,1207,673,2,1858,0.8,C
57924,679,590,2,1858,0.8,C
57925,575,563,2,1858,0.8,C
57926,1035,503,2,2685,0.553482309,C
57927,624,591,2,1625,0.913692308,C
57928,1602,91,2,2523,0.588335315,A
57929,380,195,2,2356,0.63,A
57930,812,668,2,1746,0.85,C
57931,683,638,2,2854,0.519989488,C
57932,635,584,3,2283,0.65,C
57933,1369,60,5,3604,0.41173141,C
57934,2300,116,2,1866,0.795,A
57935,1098,350,2,1890,0.784761905,A
57936,566,427,2,1890,0.784761905,C
57937,2042,244,2,4044,0.366735905,A
57938,1675,46,5,2976,0.49825268799999994,B
57939,2278,43,2,1714,0.865,A
57940,454,352,2,2632,0.563259878,A
57941,531,138,2,1782,0.83191358,A
57942,417,247,3,2616,0.566666667,C
57943,2597,401,2,1744,0.85,C
57944,467,195,2,2121,0.698769448,A
57945,674,546,4,1520,0.975,C
57946,701,576,2,1482,1.0,C
57947,393,393,2,1482,1.0,C
57948,2168,80,2,1868,0.7932441109999999,A
57949,2458,524,2,2813,0.526733025,C
57950,649,647,2,1597,0.927489042,C
57951,2713,192,2,1630,0.9084662579999999,A
57952,2249,41,2,2657,0.5572487770000001,A
57953,543,401,2,1910,0.775,C
57954,2357,349,2,2410,0.614190871,A
57955,1370,580,2,3605,0.410582524,C
57956,1954,119,3,1701,0.87,A
57957,704,555,3,1740,0.85,C
57958,874,668,2,2572,0.575,C
57959,1322,539,2,2572,0.575,C
57960,768,559,2,2572,0.575,C
57961,2709,501,2,2572,0.575,C
57962,2448,101,3,3906,0.378602151,C
57963,960,71,3,3962,0.373250883,C
57964,1491,273,2,2158,0.685,A
57965,922,550,2,1598,0.925,C
57966,1614,197,2,1630,0.906797546,A
57967,2491,488,2,2733,0.540779363,C
57968,403,358,2,2190,0.6747945209999999,A
57969,3149,317,2,3156,0.468140051,A
57970,991,115,3,3639,0.405998901,C
57971,2571,93,2,3521,0.419537063,A
57972,1212,281,2,2258,0.654145261,A
57973,2655,714,2,1477,1.0,C
57974,702,44,2,3542,0.41691135,A
57975,1176,64,4,2316,0.6375,A
57976,1173,3,3,2395,0.616450939,A
57977,833,45,3,2283,0.6466666670000001,A
57978,2242,137,2,1622,0.91,A
57979,412,14,3,3263,0.452203494,A
57980,2585,531,2,1894,0.779012672,C
57981,566,528,2,1958,0.753498468,C
57982,1086,641,2,3106,0.475,C
57983,2354,361,2,3934,0.375,A
57984,656,380,2,3934,0.375,C
57985,2136,17,2,2892,0.51,A
57986,1178,642,2,1813,0.8133204629999999,C
57987,1466,122,2,1723,0.855780615,A
57988,1154,12,2,2060,0.7157233009999999,A
57989,2972,124,2,1845,0.799105691,A
57990,504,501,2,3276,0.45,C
57991,1379,7,2,1866,0.79,A
57992,2286,235,2,2788,0.528694405,A
57993,470,423,3,3235,0.455579598,C
57994,1958,178,2,1744,0.845,A
57995,439,349,2,2605,0.5656813820000001,A
57996,827,228,4,2160,0.682222222,A
57997,833,572,2,1827,0.8065681440000001,C
57998,2242,608,2,2004,0.7352295409999999,C
57999,3018,430,3,2220,0.6634684679999999,C
58000,2258,5,2,1820,0.809197802,A
58001,954,480,2,2907,0.506501548,C
58002,1171,471,2,2511,0.5863799279999999,C
58003,422,30,2,2752,0.535,A
58004,582,16,3,3232,0.45547957899999997,A
58005,929,157,3,3272,0.449841076,A
58006,918,550,2,2453,0.6,C
58007,1051,316,2,2682,0.548769575,A
58008,1141,297,2,2030,0.725,A
58009,2866,707,2,2030,0.725,C
58010,522,233,3,2051,0.717440273,C
58011,460,33,3,2792,0.526959169,A
58012,739,147,2,2750,0.535,A
58013,1390,126,2,2750,0.534967273,A
58014,1295,152,2,1623,0.906038201,A
58015,505,443,2,2163,0.679819695,C
58016,1324,22,2,2748,0.535,A
58017,1154,418,3,1470,1.0,C
58018,1696,647,2,980,1.5,C
58019,530,362,4,2601,0.5647635520000001,A
58020,442,169,2,2935,0.500456559,A
58021,1100,4,2,3524,0.416762202,A
58022,1008,399,2,3671,0.4,C
58023,428,397,2,3393,0.43247863200000003,C
58024,2188,690,2,3667,0.4,C
58025,454,456,2,3667,0.4,C
58026,1090,14,3,3298,0.444742268,A
58027,436,280,2,1298,1.13,A
58028,1182,185,2,1298,1.13,A
58029,618,196,3,4011,0.36565445,A
58030,1377,144,3,2904,0.505037879,C
58031,804,339,2,2387,0.614390448,A
58032,397,290,2,2222,0.66,A
58033,2293,310,2,2094,0.7,A
58034,1869,557,2,1944,0.753935185,C
58035,2047,242,2,2616,0.56,A
58036,1886,166,2,1526,0.96,A
58037,370,43,6,3474,0.4216666670000001,A
58038,773,27,2,2006,0.7301794620000001,A
58039,708,707,2,2020,0.725,C
58040,631,614,2,2020,0.725,C
58041,2310,336,2,2092,0.7,A
58042,776,397,3,3138,0.46666666700000003,C
58043,3089,27,2,2422,0.604574732,A
58044,737,617,2,2928,0.5,C
58045,801,673,2,1774,0.825,C
58046,1266,56,2,2017,0.725582548,A
58047,1358,3,3,2422,0.604099917,A
58048,1033,395,5,1900,0.77,C
58049,3265,686,4,1520,0.9625,C
58050,1461,185,3,2361,0.61956798,A
58051,1066,413,3,4045,0.36161928299999996,C
58052,582,21,2,2331,0.627421707,A
58053,2580,497,2,2925,0.5,C
58054,1613,279,2,2378,0.615,A
58055,566,542,2,2254,0.648757764,C
58056,1507,10,2,2069,0.706669889,A
58057,1836,599,3,1462,1.0,C
58058,2245,570,2,2542,0.575,C
58059,2956,69,2,2030,0.72,A
58060,1410,273,2,2266,0.645,A
58061,790,254,4,3143,0.464944321,A
58062,1117,314,2,2817,0.518743344,A
58063,855,202,3,1938,0.7539938079999999,A
58064,1372,292,4,3022,0.483444739,A
58065,996,192,2,2253,0.648442077,A
58066,1491,350,2,1659,0.8804400240000001,A
58067,905,568,3,1947,0.75,C
58068,505,269,3,3885,0.375817246,C
58069,385,114,3,4380,0.333333333,A
58070,607,389,2,2756,0.5297351229999999,C
58071,411,337,2,1622,0.9,A
58072,921,496,3,2478,0.589104116,C
58073,729,722,2,1622,0.9,C
58074,2497,228,2,1927,0.7574831340000001,A
58075,379,323,2,3434,0.425,A
58076,441,254,2,2857,0.51080154,A
58077,701,549,2,2425,0.6014432989999999,C
58078,867,59,2,1935,0.753664083,A
58079,867,59,2,1935,0.753664083,A
58080,2188,88,2,1782,0.818271605,A
58081,2449,13,3,2619,0.556666667,A
58082,449,192,3,2063,0.7066602040000001,A
58083,940,94,2,2749,0.530251,A
58084,676,630,3,2427,0.600494438,C
58085,3163,271,3,1701,0.856666667,A
58086,1799,634,3,2241,0.65,C
58087,1444,275,3,1795,0.8112869079999999,A
58088,1235,305,3,3004,0.48476697700000004,A
58089,919,673,2,1456,1.0,C
58090,660,658,2,1820,0.8,C
58091,660,658,2,1820,0.8,C
58092,889,692,2,1456,1.0,C
58093,464,456,2,1456,1.0,C
58094,1042,468,2,1456,1.0,C
58095,1012,44,5,2900,0.502,A
58096,918,65,2,3044,0.47821287799999995,A
58097,2809,104,2,3934,0.37,A
58098,2366,150,2,3934,0.37,A
58099,640,313,4,2708,0.5375,C
58100,2084,275,3,3877,0.375416559,A
58101,541,537,2,1599,0.9101313320000001,C
58102,713,693,2,1940,0.75,C
58103,1203,112,2,2020,0.72,A
58104,1954,152,2,2020,0.72,A
58105,2170,9,2,2020,0.72,A
58106,1686,131,3,2367,0.6142965779999999,A
58107,3337,308,2,4154,0.35,A
58108,413,345,2,4154,0.35,A
58109,1940,315,2,4154,0.35,A
58110,523,511,2,3634,0.4,C
58111,2747,480,2,2332,0.623327616,C
58112,523,511,2,3634,0.4,C
58113,1709,91,3,2283,0.6366666670000001,A
58114,1987,159,3,1737,0.836666667,A
58115,1204,164,3,1877,0.7742035159999999,C
58116,769,324,3,1641,0.885466179,C
58117,3079,144,2,4273,0.34,A
58118,708,584,2,1701,0.8539682540000001,C
58119,1910,7,3,2677,0.542499066,C
58120,742,153,2,1522,0.9541130090000001,A
58121,374,303,3,2387,0.608273984,A
58122,974,9,2,2616,0.555,A
58123,516,217,2,2616,0.555,A
58124,1753,152,2,2616,0.555,A
58125,3328,102,2,2616,0.555,A
58126,1108,18,2,2616,0.555,A
58127,1164,212,2,1718,0.845,A
58128,2167,100,2,3484,0.416676234,A
58129,531,73,2,3820,0.38,A
58130,1433,68,6,2181,0.665524989,A
58131,971,95,2,1896,0.765553797,A
58132,2834,129,2,3862,0.37581564,A
58133,1162,3,4,3212,0.451836862,A
58134,412,341,2,3058,0.474558535,A
58135,460,97,3,3256,0.44536855,A
58136,2175,545,2,1526,0.95,C
58137,493,376,2,3052,0.475,C
58138,1127,638,2,3052,0.475,C
58139,1906,413,2,1526,0.95,C
58140,2053,333,4,2416,0.6,A
58141,721,710,2,1208,1.2,C
58142,2314,719,2,1910,0.7589005240000001,C
58143,1707,67,2,2088,0.6941810340000001,A
58144,643,265,2,2527,0.57352592,A
58145,479,259,2,2033,0.7128873590000001,A
58146,736,596,3,1739,0.8333525009999999,C
58147,848,56,2,2025,0.715585185,A
58148,627,547,2,1219,1.188269073,C
58149,823,10,2,1489,0.97278039,A
58150,392,38,2,2758,0.525,A
58151,809,440,2,2234,0.648075201,C
58152,451,124,2,2117,0.6835616440000001,A
58153,451,124,2,2117,0.6835616440000001,A
58154,1535,86,2,2995,0.483018364,A
58155,703,102,2,2995,0.483018364,A
58156,376,265,3,2606,0.5550959320000001,A
58157,594,22,6,2874,0.5033333329999999,A
58158,622,529,4,3616,0.4,C
58159,2138,33,2,2309,0.626344738,A
58160,2825,524,3,1723,0.8392919329999999,C
58161,1485,452,3,2283,0.6333333329999999,C
58162,532,533,2,1522,0.95,C
58163,2320,491,2,1522,0.95,C
58164,2500,702,2,1522,0.95,C
58165,552,267,3,3237,0.446666667,C
58166,618,477,2,1845,0.783577236,C
58167,496,88,2,2085,0.693247002,A
58168,495,493,2,1752,0.825,C
58169,1131,609,3,1971,0.7333333329999999,C
58170,1607,144,2,2004,0.721247505,A
58171,400,49,3,1898,0.7614594309999999,A
58172,987,6,4,3275,0.441294656,A
58173,2545,37,2,2157,0.67,A
58174,1839,168,2,2752,0.525,A
58175,985,48,2,1589,0.909068597,A
58176,844,6,2,2864,0.504259777,A
58177,2102,156,3,2120,0.681160377,A
58178,1684,655,3,2053,0.70338529,C
58179,1320,599,4,1520,0.95,C
58180,917,66,2,2352,0.613941327,A
58181,2943,377,2,2750,0.525,C
58182,413,173,3,5565,0.259363881,C
58183,397,361,2,1559,0.9257216159999999,A
58184,1827,413,2,1559,0.9257216159999999,C
58185,1805,371,3,4124,0.349951503,C
58186,471,310,2,2660,0.542443609,A
58187,2067,3,3,2924,0.493447332,A
58188,795,487,2,1970,0.732385787,C
58189,1869,249,2,1582,0.9117951959999999,A
